7,oj
70,rabl
75,apipie-rails
21,strong_parameters
1,weakref
5,ref
90,v8
108,execjs
114,coffee_script
119,coffee-script
136,coffee-rails
1,uglifier
72,chunky_png
302,compass
318,compass-rails
122,webrick
1,abbrev
43,highline
443,capistrano
2,parallel
8,parallel_tests
6,sextant
3,prettyprint
11,pp
3,coderay
3,ipaddr
1,debug_inspector.so
7,debug_inspector
14,binding_of_caller
64,better_errors
55,quiet_assets
2,meta_request
3,method_source
5,slop
3,readline
1,ruby_debug.so
1,tracelines19
64,linecache19
76,ruby-debug-base
1,columnize
1,e2mmap
98,irb
302,ruby-debug
308,debugger
619,pry
686,pry-rails
4,pry-debugger
10,coolline
296,pry-coolline
6,pry-stack_explorer
1,rspec-rails
1,find
20,listen
2,terminal-notifier-guard
72,launchy
81,letter_opener
1,English
8,hodel_3000_compliant_logger
20,oink
91,chronic
1,flux_capacitor
104,delorean
9,sprockets
94,tzinfo
1,hike
2,callsite
2,rdoc
2,bcrypt_ext
16,bcrypt
11,csv
6,optparse
15,active_support
2,action_pack
17,i18n
26,active_model
2,rack
60,action_dispatch
2,logger
2,psych.so
56,psych
2,yaml
1,base64
153,rails
2,bigdecimal
83,arel
143,active_record
53,abstract_controller
5,erb
15,action_view
89,action_controller
11,action_mailer
4,active_resource
4,pg_ext
10,pg
1300,haml
1304,haml-rails
3,jquery-rails
2,jquery-ui-rails
207,sass
4,sass-rails
219,bootstrap-sass
2,bootbox-rails
1,select2-rails
19,ostruct
52,json
3,orm_adapter
43,warden
69,journey
3,delegate
2,tmpdir
14,tempfile
258,devise
1,multi_json
128,simple_form
36,erubis
23,singleton
191,responders
199,inherited_resources
1,subexec
1,shellwords
24,mini_magick
2,carrierwave
296,acts-as-taggable-on
3,pg_search
27,whenever
3,acts_as_list
2,default_value_for
27,zentest_mapping
37,inline
56,fuzzystringmatch
59,state_machine
3,figaro
466,backports
1,descendants_tracker
537,virtus
2,request_store
62,draper
8,naught
5,open-uri
172,css_parser
7,htmlentities
201,premailer
132,nokogiri
116,load_parsers
1115,mail
16,delayed_job
20,delayed_job_active_record
26,tilt
156,delayed_job_web
47,builder
72,airbrake
78,delayed-plugins-airbrake
15,daemons
51,analytical
62,metric_parser
67,conditional_vendored_metric_parser
3,dependency_detection
9,conditional_vendored_dependency_detection
301,newrelic_rpm
